study_id,kri_section,kri_number,kri_label,kri_code,iqmp_risk_id,moderate_threshold,high_threshold,relative_score_direction,weight,applicable_visits,forms_variables,logic_summary,corrective_action,status,retirement_date,comment,associated_qtl
B7981040,study_specific,6,Missed Assessment – PGIC-V,,"4368 - Error in Clinical Outcome Assessments (COAs) including PROs, ObsROs, ClinROs and PerfOs",≥10% and <25% missing,≥25% missing,,High,,"QSPGI033: QSDTC_033_DTS, QSTEST_033, QSSCAT_033, QSORRES_033
SV001: SVSTDTC_001","Proportion of PGIC-V assessments for visits where the assessment is expected to be completed.
Randomized subjects.
Applicable visits: WEEK24, WEEK36, WEEK52","Name: Data Entry Follow-up
Actions
Action description: “SM: The % of missing PGIC-V assessments at this site is significantly higher than the overall
study rate. Sites need to ensure the scheduled PGIC-V assessments are entered per protocol.”",active,,"Study Management will be assigned to review this signal in CluePoints.


CDS01-RF02",
B7981040,sister,,Missed Assessment – F-VASI IQMP Risk ID(s) 4368 - Error in Clinical Outcome,,,,,,High,,"RSVASI085: RSDTC_085_DTS, RSTEST_085, RSORRES_085
SV001: SVSTDTC_001","Proportion of missed F-VASI assessments for visits where the assessment is expected to be completed.
Randomized subjects.
Applicable visits: SCR, DAY1, WEEK4, WEEK8, WEEK12, WEEK24, WEEK36, WEEK52","Name: Data Entry Follow-up
Actions
Action description: “SM: The % of missing F-VASI assessments at this site is significantly higher than the overall
study rate. Sites need to ensure the scheduled F-VASI assessments are entered per protocol.”


CDS01-RF02",active,,"in Study Risk Threshold Threshold
(Absolute Value)
Early Termination Rate Yes n/a – only relative Above 1.3, 3 2 (High) This was covered by QTLs
No
score is available
Below -1.3, -3 1 (Moderate)
Both 0.5 (Low)
Protocol Deviation Rate Yes n/a – only relative Above 1.3, 3 2 (High) 1st Clinical will be assigned to review
No score is available Below -1.3, -3 1 (Moderate) this signal in CluePoints, then Study
management will review it after (if needed)
Both 0.5 (Low)
AE Rate Yes n/a – only relative Above 1.3, 3 2 (High) Clinical will be assigned to review this signal
No score is available Below -1.",
B7981040,sister,,Subject Discontinuation KRI Label (Name) Subject Discontinuation,,,,,,,,,"Numerator:
• Include subjects where:
DS001_3 Randomization: Randomization Date not missing, and
o
DS001_5 Disposition - End of Blinded Treatment: Date not missing and not
o
‘Completed’
Denominator:
• Include subjects where:
DS001_3 Randomization: Randomization Date not missing",,active,,"Sister KRI is not being applied to FST
specific QTLs due to small sample sizes per
site.


CDS01-RF02",Number of subjects who discontinue from the study
B7981041,global,,Early Termination,,,,,Above,High,,,,,active,,,
B7981041,global,,Rate,,,,,Below,Moderate,,,,,not_applicable,,available specific ET KRI due calculation changes.,
B7981041,global,,Protocol Deviation,,,,,Above,High,,,,,active,,,
B7981041,global,,Rate,,,,,Below,Moderate,,,,,not_applicable,,available CluePoints.,
B7981041,global,,AE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,"available assigned to review this signal in CluePoints. For AE Over-reporting signals, Clinical will be assigned to review this signal in CluePoints. CDS01-RF02 Threshold (Absolute Value)",
B7981041,global,,SAE Rate,,,n/a – only relative score,n/a – only relative score,Both,High,,,,,active,,"available assigned to review this signal in CluePoints. For SAE Over-reporting signals, Clinical will be assigned to review this signal in CluePoints.",
B7981041,global,,ePRO/eCOA Open,,,,,Above,High,,,,,active,,,
B7981041,global,,to Open,,,,,Below,Moderate,,,,,not_applicable,,available the same sites/subjects is being performed on that study.,
B7981041,global,,ePRO/eCOA Open,,,,,Above,High,,,,,active,,,
B7981041,global,,to Save,,,,,Below,Moderate,,,,,not_applicable,,available the same sites/subjects is being performed on that study.,
B7981041,study_specific,1,Missed Assessment – F-VASI,,"13084 - VASI procedures or (KRI_MA_FVASI) assessments not performed by an appropriately qualified or trained individual, or not performed due to lack of, or lapsed, certification of the qualified/trained individual",≥10% and <25% missing,≥25% missing,,High,,,"Proportion of missed F-VASI assessments for visits where the assessment is expected to be
completed.
Randomized subjects.
Applicable visits: (SCR or DAY1), WEEK4, WEEK8, WEEK12, WEEK24, WEEK36, WEEK52,
EARLY_TERM","Name: Site Re-education
Actions
Action description: Site will be retrained on collection schedule for F-VASI assessments per
protocol.


CDS01-RF02",active,,"Include a period of 40 days for data to be transferred.
Study Management will be assigned to review this signal in CluePoints. If upon review of the signal
the data exists in TrialMax, Study Management will create an action for Data Management to follow
up with the next data transfer.
According to the Study Team's decision, signals generated due to a single missed assessment at a
site will not be assigned to Study Management. These signals will remain under the responsibility
of the Lead CM Analyst and will be updated to ""Closed"" with a Medium Priority status providing the
respective rationale.",
B7981041,study_specific,2,Missed Assessment – T-VASI,,"13084 - VASI procedures or (KRI_MA_TVASI) assessments not performed by an appropriately qualified or trained individual, or not performed due to lack of, or lapsed, certification of the qualified/trained individual",≥10% and <25% missing,≥25% missing,,High,,,"Proportion of missed T-VASI assessments for visits where the assessment is expected to be
completed.
Randomized subjects.
Applicable visits: (SCR or DAY1), WEEK4, WEEK8, WEEK12, WEEK24, WEEK36, WEEK52,
EARLY_TERM","Name: Site Re-education
Actions
Action description: Site will be retrained on collection schedule for T-VASI assessments per
protocol.",active,,"Include a period of 40 days for data to be transferred.
Study Management will be assigned to review this signal in CluePoints. If upon review of the signal
the data exists in TrialMax, Study Management will create an action for Data Management to follow
up with the next data transfer.
According to the Study Team's decision, signals generated due to a single missed assessment at a
site will not be assigned to Study Management. These signals will remain under the responsibility
of the Lead CM Analyst and will be updated to ""Closed"" with a Medium Priority status providing the
respective rationale.


CDS01-RF02",
B7981041,study_specific,3,Missed Assessment – PGIS-F,,"2048 - Error in paper or electronic (KRI_MA_PGISF) COAs (and eCOAs), including PROs, ObsROs, ClinROs and PerfOs for efficacy, safety and/or participant inclusion or exclusion",≥10% and <25% missing,≥25% missing,,High,,,"Proportion of PGIS-F assessments for visits where the assessment is expected to be completed.
Randomized subjects.
Applicable visits: DAY1, WEEK24, WEEK36, WEEK52, EARLY_TERM","Name: Site Re-education
Actions
Action description: Site will be retrained on collection schedule for PGIS-F assessments per
protocol.


CDS01-RF02",active,,"Include a period of 40 days for data to be transferred.
Study Management will be assigned to review this signal in CluePoints. If upon review of the signal
the data exists in TrialMax, Study Management will create an action for Data Management to follow
up with the next data transfer.
According to the Study Team's decision, signals generated due to a single missed assessment at a
site will not be assigned to Study Management. These signals will remain under the responsibility
of the Lead CM Analyst and will be updated to ""Closed"" with a Medium Priority status providing the
respective rationale.",
B7981041,study_specific,4,Missed Assessment – PGIS-V,,"2048 - Error in paper or electronic (KRI_MA_PGISV) COAs (and eCOAs), including PROs, ObsROs, ClinROs and PerfOs for efficacy, safety and/or participant inclusion or exclusion",≥10% and <25% missing,≥25% missing,,High,,,"Proportion of PGIS-V assessments for visits where the assessment is expected to be completed.
Randomized subjects.
Applicable visits: DAY1, WEEK24, WEEK36, WEEK52, EARLY_TERM","Name: Site Re-education
Actions
Action description: Site will be retrained on collection schedule for PGIS-V assessments per
protocol.",active,,"Include a period of 40 days for data to be transferred.
Study Management will be assigned to review this signal in CluePoints. If upon review of the signal
the data exists in TrialMax, Study Management will create an action for Data Management to follow
up with the next data transfer.
According to the Study Team's decision, signals generated due to a single missed assessment at a
site will not be assigned to Study Management. These signals will remain under the responsibility
of the Lead CM Analyst and will be updated to ""Closed"" with a Medium Priority status providing the
respective rationale.


CDS01-RF02",
B7981041,study_specific,5,Missed Assessment – PGIC-F,,"2048 - Error in paper or electronic (KRI_MA_PGICF) COAs (and eCOAs), including PROs, ObsROs, ClinROs and PerfOs for efficacy, safety and/or participant inclusion or exclusion",≥10% and <25% missing,≥25% missing,,High,,,"Proportion of PGIC-F assessments for visits where the assessment is expected to be completed.
Randomized subjects.
Applicable visits: WEEK24, WEEK36, WEEK52, EARLY_TERM","Name: Site Re-education
Actions
Action description: Site will be retrained on collection schedule for PGIC-F assessments per
protocol.


CDS01-RF02",active,,"Include a period of 40 days for data to be transferred.
Study Management will be assigned to review this signal in CluePoints. If upon review of the signal
the data exists in TrialMax, Study Management will create an action for Data Management to follow
up with the next data transfer.
According to the Study Team's decision, signals generated due to a single missed assessment at a
site will not be assigned to Study Management. These signals will remain under the responsibility
of the Lead CM Analyst and will be updated to ""Closed"" with a Medium Priority status providing the
respective rationale.",
B7981041,study_specific,6,Missed Assessment – PGIC-V,,"2048 - Error in paper or electronic (KRI_MA_PGICV) COAs (and eCOAs), including PROs, ObsROs, ClinROs and PerfOs for efficacy, safety and/or participant inclusion or exclusion",≥10% and <25% missing,≥25% missing,,High,,,"Proportion of PGIC-V assessments for visits where the assessment is expected to be completed.
Randomized subjects.
Applicable visits: WEEK24, WEEK36, WEEK52, EARLY_TERM","Name: Site Re-education
Actions
Action description: Site will be retrained on collection schedule for PGIC-V assessments per
protocol.",active,,"Include a period of 40 days for data to be transferred.
Study Management will be assigned to review this signal in CluePoints. If upon review of the signal
the data exists in TrialMax, Study Management will create an action for Data Management to follow
up with the next data transfer.
According to the Study Team's decision, signals generated due to a single missed assessment at a
site will not be assigned to Study Management. These signals will remain under the responsibility
of the Lead CM Analyst and will be updated to ""Closed"" with a Medium Priority status providing the
respective rationale.


CDS01-RF02",
B7981041,study_specific,7,Missed Assessment – C-SSRS,,"2720 - Suicidal ideation and behavior (KRI_MA_CSSRS) (SIB) assessment is not done or done incorrectly 2048 - Error in paper or electronic COAs (and eCOAs), including PROs, ObsROs, ClinROs and PerfOs for efficacy, safety and/or participant inclusion or exclusion",≥10% and <25% missing,≥25% missing,,High,,,"Proportion of C-SSR assessments for visits where the assessment is expected to be completed.
Randomized subjects.
Applicable visits: (SCR or DAY1), WEEK4, WEEK12, WEEK24, WEEK36, WEEK52,
EARLY_TERM


CDS01-RF02","Name: Site Re-education
Actions
Action description: Site will be retrained on collection schedule for C-SSRS assessments per
protocol.",active,,"Include a period of 40 days for data to be transferred.
Study Management will be assigned to review this signal in CluePoints. If upon review of the signal
the data exists in TrialMax, Study Management will create an action for Data Management to follow
up with the next data transfer.
According to the Study Team's decision, signals generated due to a single missed assessment at a
site will not be assigned to Study Management. These signals will remain under the responsibility
of the Lead CM Analyst and will be updated to ""Closed"" with a Medium Priority status providing the
respective rationale.",
B7981041,study_specific,8,Early Termination Rate,,TA Specific Standard KRI (KRI_ETRATE),N/A,N/A,,High,,,"The percentage of subjects who terminate from the study “early”, among all randomized subjects.
Subjects DID NOT COMPLETE treatment phase, as per the CRF, they are EARLY TERMINATED.
As per the CRF pages, Subjects COMPLETE treatment phase but DID NOT COMPLETE follow-up
phase, they are EARLY TERMINATED.","Name: Review Site Level Documents/ Contact or query site for more Information as needed
Actions
Action description: Site’s understanding of the Protocol defined termination criteria will be checked
to determine if any mistakes are made. Site to be re-trained if needed.",active,,Study Management will be assigned to review this signal in CluePoints.,
